"","ï..UDI","Product.ID","Type","Air.temperature","Process.temperature","Rotational.speed","Torque","Tool.wear","Machine.failure"
"7695",7695,"H37108","H",300.6,311.7,1500,36.7,17,0
"6026",6026,"L53205","L",300.7,311,1336,53.3,68,0
"4099",4099,"L51278","L",302,310.3,1648,29.6,157,0
"1508",1508,"M16367","M",298,308.6,1376,55.7,214,0
"2023",2023,"L49202","L",298.7,308.4,1373,46.9,60,0
"7501",7501,"L54680","L",300.2,311.8,1410,51.4,189,0
"5009",5009,"H34422","H",303.7,312.8,1488,42.8,54,0
"4052",4052,"L51231","L",301.8,310.8,1383,46.4,37,0
"2234",2234,"L49413","L",299.5,308.7,2549,13,179,1
"1053",1053,"L48232","L",296.7,307.7,1927,23.9,112,0
"286",286,"L47465","L",298.2,308.3,1568,36,92,0
"3373",3373,"L50552","L",301.4,310.8,1431,44.3,21,0
"536",536,"H29949","H",297.4,309.3,1365,52.4,76,0
"4486",4486,"L51665","L",302.7,310.4,1542,35.7,38,0
"5166",5166,"L52345","L",304.2,313.4,1421,43.4,56,0
"9620",9620,"M24479","M",298.9,310,1323,52.9,106,0
"9419",9419,"L56598","L",298,308.4,1432,46.2,11,0
"1383",1383,"L48562","L",298.8,310.1,1653,30.3,119,0
"5257",5257,"L52436","L",303.5,313,1393,51.6,80,0
"4120",4120,"L51299","L",302.1,310.7,1325,45.1,208,1
"610",610,"L47789","L",298.1,309.9,1629,32.5,45,0
"2371",2371,"L49550","L",299.2,308.4,1620,34.1,89,0
"9926",9926,"M24785","M",298.5,308.7,1367,47.3,47,0
"5348",5348,"L52527","L",303.3,312.7,1262,63.8,100,0
"3030",3030,"L50209","L",300.4,309.5,1525,51.3,4,0
"1870",1870,"M16729","M",298.3,308.1,1630,32.7,83,0
"6122",6122,"L53301","L",300.9,311.1,1457,37.4,96,0
"1974",1974,"L49153","L",297.9,307.6,1747,25.3,136,0
"4613",4613,"L51792","L",303,311.3,2194,16.5,148,0
"4113",4113,"H33526","H",301.9,310.5,1472,39.7,187,0
"1531",1531,"L48710","L",298.1,309,1497,40.5,58,0
"3751",3751,"L50930","L",302.3,311.1,1589,29.9,141,0
"3065",3065,"M17924","M",300.1,309.1,1731,30.4,92,0
"5713",5713,"L52892","L",302.2,311.7,1330,54.6,154,0
"678",678,"L47857","L",297.9,309.2,1478,39.7,10,0
"6258",6258,"L53437","L",301.1,310.7,1376,49.1,0,0
"6653",6653,"H36066","H",301.5,310.4,1580,35.7,161,0
"5212",5212,"L52391","L",303.7,312.5,1433,53.6,185,0
"4380",4380,"M19239","M",301.8,309.5,1732,30.1,220,0
"3726",3726,"H33139","H",302.3,311.1,1543,37.5,73,0
"3079",3079,"M17938","M",300.1,309.4,1349,56.2,127,0
"5590",5590,"M20449","M",302.5,311.9,1298,57.5,57,0
"3942",3942,"L51121","L",302.2,311.4,1987,19.9,200,0
"5520",5520,"L52699","L",302.5,311.9,1452,47.4,77,0
"3669",3669,"L50848","L",302.3,311.7,1510,38.7,141,0
"4942",4942,"M19801","M",303.6,312.7,1699,31.5,105,0
"204",204,"L47383","L",298.4,308.5,1490,37.9,110,0
"6443",6443,"L53622","L",300.7,310.2,1348,54.8,50,0
"7096",7096,"L54275","L",300.6,310.1,1485,49.9,19,0
"7643",7643,"M22502","M",300.4,311.4,1604,31.7,119,0
"7528",7528,"L54707","L",300.1,311.3,1470,45.2,40,0
"5384",5384,"L52563","L",302.8,312.3,1504,40.3,204,0
"2529",2529,"L49708","L",298.8,308.6,1730,25.9,59,0
"7777",7777,"M22636","M",300.3,311.5,1445,47.3,40,0
"4948",4948,"L52127","L",303.7,312.7,1395,53.9,123,0
"1607",1607,"L48786","L",297.8,307.7,1505,39.7,25,0
"2829",2829,"M17688","M",300.4,309.4,1875,23.9,155,0
"4587",4587,"L51766","L",302.7,310.9,1395,48.3,80,0
"6684",6684,"L53863","L",301.5,310.9,1318,50.6,11,0
"104",104,"M14963","M",298.8,308.8,1441,40.5,63,0
"8181",8181,"M23040","M",299.7,311.2,1616,42.3,180,0
"6704",6704,"M21563","M",301.5,310.7,1744,28.2,61,0
"3703",3703,"L50882","L",302,311.2,1434,44.9,15,0
"4730",4730,"L51909","L",303.4,311.8,1306,61,215,1
"4391",4391,"M19250","M",302.2,310.1,1421,45.4,9,0
"1772",1772,"L48951","L",298.4,307.9,1446,45.3,23,0
"860",860,"H30273","H",296.2,307,1542,40.6,28,0
"1259",1259,"L48438","L",297.5,308.9,1427,50.4,17,0
"2353",2353,"M17212","M",299.3,308.5,1422,45.4,37,0
"3439",3439,"L50618","L",301.4,310.4,1471,37.5,193,0
"7894",7894,"L55073","L",300.9,312.7,1416,43.8,112,0
"2410",2410,"L49589","L",299.1,308.5,1539,46.8,190,0
"1656",1656,"M16515","M",298.2,308,1577,35.9,151,0
"6735",6735,"M21594","M",301.6,310.9,1575,40.1,139,0
"6270",6270,"M21129","M",300.9,310.5,1444,43.2,27,0
"9403",9403,"L56582","L",297.7,308.1,1734,30.7,177,0
"2564",2564,"L49743","L",299.3,309.1,1496,37.2,149,0
"5973",5973,"L53152","L",300.5,310.8,1445,46.6,155,0
"6672",6672,"L53851","L",301.5,310.6,1357,42.1,212,0
"9494",9494,"L56673","L",299.1,309.8,1398,55.4,217,1
"7226",7226,"M22085","M",299.8,309.7,1910,21.8,141,0
"3314",3314,"L50493","L",301.4,310.4,1737,31.9,96,0
"5067",5067,"L52246","L",304.1,313.1,1550,30.9,9,0
"1618",1618,"L48797","L",297.8,307.8,1563,34.3,53,0
"3097",3097,"L50276","L",299.9,309.2,1560,38.9,180,0
"4817",4817,"L51996","L",303.4,312,1521,35.9,215,1
"578",578,"L47757","L",297.7,309.7,1591,37.7,196,0
"7147",7147,"L54326","L",300.4,309.9,1496,31.8,154,0
"7358",7358,"L54537","L",299.6,310.1,1487,42.9,42,0
"9225",9225,"L56404","L",297.9,309,1450,46.8,118,0
"7463",7463,"L54642","L",300,311.3,1703,30.4,85,0
"901",901,"L48080","L",295.6,306.2,1569,35.1,140,0
"6719",6719,"L53898","L",301.4,310.6,2137,18,99,0
"2174",2174,"M17033","M",299.5,309.2,1495,41.6,17,0
"8209",8209,"L55388","L",299.2,310.7,1477,44,19,0
"3599",3599,"L50778","L",301.7,310.5,1399,53.2,174,0
"1390",1390,"L48569","L",298.9,310.2,1533,42.8,138,0
"5803",5803,"L52982","L",301.4,310.8,1490,38,168,0
"6301",6301,"L53480","L",301.2,310.7,1517,39.4,107,0
"7190",7190,"L54369","L",300.4,310.4,1486,46.3,48,0
"9118",9118,"M23977","M",297.6,308.7,1475,46.6,54,0
"3287",3287,"L50466","L",301.2,310,1618,37.6,32,0
"2270",2270,"L49449","L",299.3,308.6,1314,48.2,65,0
"7866",7866,"L55045","L",300.5,311.9,1383,50.5,35,0
"6339",6339,"L53518","L",300.4,309.9,1681,28.6,206,0
"9394",9394,"H38807","H",297.7,308.2,1489,43,151,0
"8069",8069,"M22928","M",300.5,311.9,1676,35.2,97,0
"4030",4030,"H33443","H",302,310.9,1679,29,222,0
"614",614,"L47793","L",298.1,309.9,1634,30,53,0
"933",933,"L48112","L",295.6,306,1363,50,14,0
"8483",8483,"L55662","L",298.4,309.5,1520,38.1,106,0
"3109",3109,"L50288","L",299.8,309.2,1504,38.7,212,0
"723",723,"L47902","L",297.5,308.9,1427,44.7,135,0
"7729",7729,"L54908","L",300.7,311.8,1420,47,119,0
"5821",5821,"L53000","L",301.3,311.1,1723,27.6,210,0
"4551",4551,"M19410","M",302.5,310.5,1507,40.2,201,0
"1982",1982,"L49161","L",298,307.6,1385,45,158,0
"392",392,"L47571","L",297.6,308.6,1491,38.1,152,0
"5144",5144,"M20003","M",304.3,313.5,1525,42,2,0
"3233",3233,"L50412","L",300.7,309.3,1580,38.3,102,0
"6770",6770,"L53949","L",301.2,310.8,1392,52.6,23,0
"1312",1312,"L48491","L",298.9,310.1,1587,30.2,162,0
"7674",7674,"M22533","M",300.5,311.6,1476,39.1,199,0
"6585",6585,"L53764","L",301.5,310.5,1372,44,203,0
"5600",5600,"M20459","M",302.7,312,1652,31,81,0
"9902",9902,"M24761","M",298.7,309.2,1423,48.9,187,0
"6181",6181,"L53360","L",301,310.9,1492,44.6,15,0
"1654",1654,"L48833","L",298,307.8,1386,57.3,147,0
"5328",5328,"M20187","M",303.5,312.7,2116,16.7,45,0
"9614",9614,"L56793","L",299,310.2,1377,62.5,92,1
"7779",7779,"L54958","L",300.4,311.6,1517,39,45,0
"3828",3828,"M18687","M",302.4,310.9,1469,41.6,124,0
"3602",3602,"L50781","L",301.7,310.5,1377,43.1,183,0
"1171",1171,"M16030","M",297.1,308.1,1823,24.3,219,0
"6804",6804,"M21663","M",301.1,310.7,1367,43.4,111,0
"354",354,"H29767","H",297.5,308.3,1674,30,54,0
"8801",8801,"L55980","L",297.4,308.5,1475,47.2,69,0
"8834",8834,"L56013","L",297.4,308.8,1529,41.3,165,0
"5845",5845,"L53024","L",301.4,311.1,1462,37.1,41,0
"665",665,"L47844","L",297.5,308.9,1390,47.4,187,0
"1554",1554,"L48733","L",298.5,308.8,1332,59.1,115,0
"5946",5946,"M20805","M",300.8,310.8,1415,44.5,87,0
"6675",6675,"L53854","L",301.5,310.7,1618,35.5,218,0
"1076",1076,"H30489","H",296.9,307.8,1345,54.5,172,0
"8963",8963,"L56142","L",297.3,307.9,1628,30.2,80,0
"1140",1140,"M15999","M",297,307.9,1569,33.3,141,0
"2813",2813,"M17672","M",300,309.3,1413,40.7,117,0
"4967",4967,"L52146","L",303.8,312.6,1793,28.1,170,0
"489",489,"L47668","L",297.4,309.2,1584,42.8,186,0
"3414",3414,"L50593","L",301.3,310.3,1560,36.3,129,0
"5832",5832,"L53011","L",301.3,311.3,1474,50.7,10,0
"8589",8589,"L55768","L",297.3,307.8,1385,44.4,169,0
"7850",7850,"M22709","M",300.3,311.7,1374,47.9,222,1
"8551",8551,"L55730","L",298.3,309.2,1456,45.5,75,0
"5707",5707,"L52886","L",302.4,311.9,1290,70,139,1
"3309",3309,"L50488","L",301.4,310.4,1433,43.4,86,0
"8880",8880,"L56059","L",298,309.2,1527,39.5,85,0
"5776",5776,"L52955","L",301.6,311.1,1907,21.5,102,0
"6540",6540,"L53719","L",301.4,310.7,1436,54.1,90,0
"9075",9075,"M23934","M",297.2,308.1,1554,41.3,147,0
"2133",2133,"L49312","L",299.4,309,1660,28.4,139,0
"2337",2337,"L49516","L",299.2,308.4,1434,46.8,2,0
"5639",5639,"L52818","L",302.6,312.1,1519,38.1,178,0
"654",654,"L47833","L",297.8,309.3,2015,20.1,161,0
"4165",4165,"L51344","L",302.2,310.6,1346,47.5,109,1
"6435",6435,"M21294","M",300.3,309.9,1494,38.5,33,0
"9670",9670,"L56849","L",299.1,310.3,1619,31.1,242,0
"4386",4386,"L51565","L",301.8,309.7,1442,45.3,233,1
"1411",1411,"M16270","M",298.9,310.1,1469,53.2,189,0
"8370",8370,"L55549","L",298.8,309.7,1953,20.6,25,0
"9952",9952,"L57131","L",298.2,307.8,1355,59.4,115,0
"4326",4326,"L51505","L",301.6,310.2,1384,57.1,68,0
"2895",2895,"L50074","L",300.7,309.6,1733,24.8,85,0
"2622",2622,"M17481","M",299.5,309.3,1506,41.5,77,0
"4975",4975,"L52154","L",303.8,312.7,1414,41.7,190,0
"2389",2389,"M17248","M",299.2,308.5,1526,37.3,135,0
"4878",4878,"M19737","M",303.7,312.4,1546,33.7,149,0
"2866",2866,"H32279","H",300.7,309.7,1623,32.7,0,0
"6383",6383,"L53562","L",300.2,309.8,1481,41.9,106,0
"4011",4011,"M18870","M",302.1,311.1,1605,37.6,171,0
"831",831,"L48010","L",296.6,307.4,1631,35,168,0
"1858",1858,"L49037","L",297.7,307.4,1643,36.5,55,0
"9567",9567,"L56746","L",299.8,311.1,1603,35.1,179,0
"9355",9355,"M24214","M",298.2,308.8,1607,31.9,39,0
"6307",6307,"L53486","L",301,310.4,1563,34.4,124,0
"3153",3153,"M18012","M",300.5,309.8,1473,42.3,121,0
"4411",4411,"L51590","L",302.5,310.2,1586,32.2,64,0
"8579",8579,"L55758","L",297.5,308.2,1489,40.7,141,0
"7688",7688,"M22547","M",300.7,311.7,2097,18.9,232,1
"7926",7926,"M22785","M",300.7,311.9,1697,28.2,191,0
"8275",8275,"L55454","L",298.9,310.5,1640,29.2,195,0
"1747",1747,"L48926","L",298.4,308,1526,41.1,162,0
"8495",8495,"L55674","L",298.3,309.5,1542,36.7,134,0
"5524",5524,"M20383","M",302.5,311.9,1524,34.8,86,0
"1491",1491,"L48670","L",298.2,309,1341,43.8,171,0
"185",185,"L47364","L",298.2,308.2,1667,30.6,59,0
"7918",7918,"L55097","L",300.9,312.1,1474,42.4,171,0
"9182",9182,"L56361","L",297.9,309.1,1521,36.1,15,0
"6909",6909,"L54088","L",300.9,311.3,1613,32.7,170,0
"4941",4941,"L52120","L",303.6,312.6,1502,39.5,103,0
"4249",4249,"L51428","L",302.6,311,1506,37.2,95,0
"6534",6534,"L53713","L",301.3,310.7,1504,47.2,74,0
"7326",7326,"L54505","L",299.9,310.4,1419,45.7,178,0
"3229",3229,"L50408","L",300.5,309.3,1475,46.8,94,0
"3931",3931,"M18790","M",302.6,311.6,2041,19.2,174,0
"7282",7282,"L54461","L",300,310.2,1675,29.7,64,0
"5141",5141,"M20000","M",304.3,313.6,1585,32.1,202,0
"5215",5215,"L52394","L",303.7,312.7,1572,37.2,192,0
"2732",2732,"M17591","M",299.7,309.2,1597,32.9,135,0
"3426",3426,"M18285","M",301.5,310.5,1623,33.5,157,0
"3817",3817,"L50996","L",302.1,310.6,1459,47.6,93,0
"5180",5180,"M20039","M",304,313.1,1450,42.8,101,0
"3062",3062,"L50241","L",300.1,309.1,1353,58.7,86,0
"6851",6851,"M21710","M",301,311.2,1521,35.8,13,0
"9094",9094,"M23953","M",297.3,308.1,1709,30.6,196,0
"1635",1635,"H31048","H",297.9,307.9,1406,58.5,93,0
"5246",5246,"L52425","L",303.6,313,1575,38.3,54,0
"4309",4309,"H33722","H",301.4,309.9,1460,47.2,22,0
"1005",1005,"H30418","H",296.3,307.2,1424,42,196,0
"8050",8050,"H37463","H",300.6,311.9,1604,30.5,45,0
"7298",7298,"L54477","L",300.1,310.5,1500,39.8,107,0
"7402",7402,"L54581","L",299.8,310.8,1409,51.9,154,0
"1994",1994,"M16853","M",298.3,308,1463,42.5,190,0
"5952",5952,"L53131","L",300.7,310.9,1650,29.4,102,0
"5699",5699,"L52878","L",302.5,311.9,1265,59.8,119,0
"5634",5634,"L52813","L",302.7,312.2,1447,47.5,166,0
"6445",6445,"M21304","M",300.8,310.3,1270,61,54,0
"7741",7741,"L54920","L",300.5,312,1453,45.1,151,0
"633",633,"H30046","H",298.3,310,1419,47.1,105,0
"4614",4614,"L51793","L",303.1,311.3,1403,55.6,150,0
"35",35,"M14894","M",298.8,309.1,1559,34.7,95,0
"5415",5415,"L52594","L",302.6,312.3,1534,34.3,31,0
"7293",7293,"M22152","M",300.1,310.4,1556,38.1,92,0
"336",336,"L47515","L",297.4,308.1,1749,25.9,8,0
"3259",3259,"L50438","L",301.2,309.9,1643,32.9,171,0
"2810",2810,"L49989","L",299.9,309.2,1598,34.6,111,0
"8092",8092,"L55271","L",300.2,311.6,1375,56.9,155,0
"6388",6388,"M21247","M",300.2,309.8,1487,39.2,122,0
"6942",6942,"L54121","L",300.8,311.4,1316,57.6,43,0
"1130",1130,"L48309","L",296.7,307.9,1690,29.6,119,0
"5193",5193,"L52372","L",303.9,313.1,1310,62.9,130,0
"9144",9144,"L56323","L",297.6,308.5,1452,42.6,116,0
"2166",2166,"L49345","L",299.5,309.1,1476,47.8,223,0
"3032",3032,"M17891","M",300.5,309.7,1389,43.3,9,0
"3045",3045,"L50224","L",300.2,309.4,1981,21.4,44,0
"8615",8615,"L55794","L",297.5,308.5,1691,33.1,9,0
"8754",8754,"M23613","M",297.4,308.6,1657,33.1,156,0
"1252",1252,"M16111","M",297.4,308.8,1359,48.7,220,0
"986",986,"L48165","L",296.4,307.2,1748,25.3,144,0
"2796",2796,"M17655","M",300.3,309.5,1405,49.4,77,0
"7343",7343,"M22202","M",299.7,310.3,1661,34.5,6,0
"8454",8454,"L55633","L",298.6,309.9,1564,37.1,30,0
"8613",8613,"L55792","L",297.5,308.4,1441,44.5,4,0
"9822",9822,"L57001","L",298.6,309.4,1667,35.6,185,0
"6382",6382,"L53561","L",300.2,309.7,1771,27.1,104,0
"9836",9836,"L57015","L",298.4,309.3,1545,36.9,3,0
"7655",7655,"M22514","M",300.3,311.5,1540,41.5,151,0
"8401",8401,"L55580","L",298.6,309.6,1533,40.7,106,0
"4980",4980,"M19839","M",303.7,312.7,1612,36.3,200,0
"1127",1127,"L48306","L",296.8,307.9,1706,30.8,111,0
"5564",5564,"M20423","M",302.3,311.7,1640,31.5,199,0
"9004",9004,"L56183","L",297.1,307.9,1342,49.1,179,0
"8847",8847,"M23706","M",297.4,308.8,1325,62.4,204,1
"1374",1374,"M16233","M",298.8,310.3,1366,59,94,0
"7983",7983,"L55162","L",301,312.3,1488,42.6,107,0
"3081",3081,"M17940","M",299.9,309.2,1539,43.2,132,0
"3648",3648,"L50827","L",302.2,311.5,1427,43.8,88,0
"3320",3320,"L50499","L",301.4,310.4,1689,30.6,110,0
"4706",4706,"L51885","L",303.6,311.8,1614,33.2,155,0
"13",13,"M14872","M",298.6,309.1,1339,51.1,34,0
"118",118,"L47297","L",298.8,308.6,1599,33,101,0
"5543",5543,"L52722","L",302.3,311.7,1400,41.6,136,0
"6591",6591,"L53770","L",301.7,310.7,1763,25.9,3,0
"6059",6059,"M20918","M",300.9,310.9,1636,35.3,153,0
"1766",1766,"L48945","L",298.2,307.6,1368,51.8,5,0
"3422",3422,"M18281","M",301.5,310.5,1612,29.8,148,0
"147",147,"H29560","H",298.5,308.4,1612,36.1,174,0
"7753",7753,"M22612","M",300.4,311.7,1832,24.2,179,0
"2273",2273,"M17132","M",299.3,308.6,1448,52.1,71,0
"3563",3563,"L50742","L",301.7,310.6,1471,43.8,80,0
"2883",2883,"L50062","L",300.6,309.6,1684,32.8,53,0
"1694",1694,"H31107","H",298,307.5,1683,27.8,26,0
"6905",6905,"M21764","M",300.9,311.5,1704,31.3,159,0
"6746",6746,"M21605","M",301.8,311.1,1395,44.6,171,0
"8251",8251,"M23110","M",299,310.4,1394,45.2,122,0
"2080",2080,"M16939","M",299.3,309.3,1523,37.9,204,0
"5738",5738,"L52917","L",302.3,311.8,1574,42.8,215,0
"270",270,"L47449","L",298,308,1524,37,49,0
"9507",9507,"H38920","H",299.3,310.4,1548,41.6,25,0
"3732",3732,"M18591","M",302.2,311.2,1377,43,91,0
"9396",9396,"L56575","L",297.7,308.2,1500,39.9,158,0
"186",186,"L47365","L",298.2,308.2,1446,38.2,61,0
"4657",4657,"L51836","L",303.1,311.2,1626,32.3,21,0
"1615",1615,"M16474","M",297.8,307.9,1802,25.8,43,0
"6624",6624,"M21483","M",301.7,310.7,1442,41.1,89,0
"4187",4187,"M19046","M",302.2,310.6,1570,34.6,163,0
"6505",6505,"M21364","M",301,310.1,1681,27.4,212,0
"5003",5003,"L52182","L",303.7,312.8,1627,31.7,40,0
"5273",5273,"M20132","M",303.6,313,1396,38.2,117,0
"9663",9663,"M24522","M",299.1,310.1,1570,30.9,226,0
"4691",4691,"M19550","M",303.4,311.5,1483,43,117,0
"6628",6628,"M21487","M",301.7,310.6,1876,22.1,99,0
"8122",8122,"L55301","L",300.2,311.6,1827,27,22,0
"6472",6472,"L53651","L",300.4,309.6,1523,38.5,124,0
"784",784,"H30197","H",296.7,307.9,1579,33.4,50,0
"1086",1086,"L48265","L",297,307.8,1385,56.4,202,1
"5392",5392,"L52571","L",302.7,312.2,1572,34.4,228,0
"1064",1064,"M15923","M",296.8,307.8,1664,32.8,142,0
"1672",1672,"L48851","L",298.1,307.9,1614,35.8,196,0
"9101",9101,"L56280","L",297.3,308.2,1446,53.5,7,0
"5878",5878,"L53057","L",301.5,311.1,1458,41.4,123,0
"8797",8797,"L55976","L",297.2,308.3,1796,23.8,61,0
"573",573,"L47752","L",297.8,309.9,1351,49,181,0
"5295",5295,"L52474","L",303.9,313.4,1442,48.5,174,0
"359",359,"M15218","M",297.6,308.3,1467,36.7,68,0
"2260",2260,"L49439","L",299.1,308.3,1431,52.3,38,0
"5942",5942,"L53121","L",300.6,310.7,1438,48.5,78,1
"6908",6908,"L54087","L",300.9,311.3,1449,40.2,168,0
"9214",9214,"L56393","L",298,309,1679,32.4,90,0
"8493",8493,"M23352","M",298.4,309.5,1514,38.8,128,0
"8330",8330,"L55509","L",298.8,309.7,1424,49.6,129,0
"6784",6784,"L53963","L",301.3,310.8,1450,46.9,59,0
"4853",4853,"L52032","L",303.7,312.2,1619,34.9,92,0
"5974",5974,"L53153","L",300.5,310.8,1354,51.8,157,0
"9563",9563,"M24422","M",299.7,311,1435,50.1,168,0
"775",775,"L47954","L",296.8,307.9,1448,48.8,31,0
"4067",4067,"M18926","M",301.9,310.7,1472,47,73,0
"8145",8145,"M23004","M",299.7,311,1506,42.7,85,0
"6273",6273,"M21132","M",301.1,310.6,1429,52.7,35,0
"3428",3428,"L50607","L",301.6,310.6,1562,34.4,162,0
"9897",9897,"M24756","M",298.8,309.3,1618,35.1,173,0
"5069",5069,"M19928","M",304.3,313.3,1540,39,14,0
"9239",9239,"M24098","M",298.2,308.8,1456,41.2,150,0
"3609",3609,"M18468","M",301.7,310.8,1954,21.6,198,0
"3633",3633,"L50812","L",302.1,311.3,1634,30.6,50,0
"2265",2265,"M17124","M",299.2,308.4,1415,43.5,53,0
"5048",5048,"M19907","M",304.1,313.3,1680,29.3,158,0
"3169",3169,"M18028","M",300.4,309.6,1614,30.3,161,0
"8444",8444,"M23303","M",298.6,309.9,1668,32.3,6,0
"8161",8161,"M23020","M",299.7,311.1,1618,30.3,125,0
"543",543,"L47722","L",297.5,309.4,1803,24.7,98,0
"6683",6683,"L53862","L",301.5,310.8,1512,38.9,9,0
"2241",2241,"L49420","L",299.2,308.5,1457,44.7,195,0
"7482",7482,"H36895","H",300.2,311.4,1506,36.1,141,0
"6872",6872,"L54051","L",301,311.3,1349,47,71,0
"4250",4250,"L51429","L",302.5,310.9,1330,56.9,97,1
"260",260,"M15119","M",298.1,308.2,1420,63.9,19,1
"9438",9438,"M24297","M",298.1,308.7,1527,43,56,0
"1172",1172,"H30585","H",297,308.1,1517,41.4,222,0
"4474",4474,"L51653","L",302.7,310.5,1551,35.9,6,0
"9673",9673,"H39086","H",299,310.2,1744,31.5,0,0
"6044",6044,"M20903","M",300.7,310.9,1468,41.8,112,0
"7050",7050,"L54229","L",300.6,310.4,1494,47.3,118,0
"9992",9992,"M24851","M",298.9,308.4,1827,26.1,5,0
"2435",2435,"M17294","M",299,308.2,1358,42.7,50,0
"3612",3612,"L50791","L",301.7,310.9,1405,46.4,207,1
"2056",2056,"L49235","L",299.6,309.4,1643,32.9,145,0
"3057",3057,"L50236","L",300.2,309.2,1667,29.9,75,0
"5696",5696,"L52875","L",302.4,311.8,1451,42,110,0
"7806",7806,"L54985","L",299.9,311.4,1706,28.8,111,0
"7766",7766,"H37179","H",300.3,311.6,1427,56.2,8,0
"6661",6661,"H36074","H",301.4,310.5,1421,43.8,182,0
"879",879,"M15738","M",295.7,306.3,1685,34.9,84,0
"6843",6843,"L54022","L",301.2,311.2,1635,29.6,211,0
"8336",8336,"M23195","M",299,309.8,2240,15.9,144,0
"5668",5668,"L52847","L",302.2,311.4,2080,19.2,31,0
"4358",4358,"L51537","L",302,309.9,1407,52.8,154,0
"8049",8049,"L55228","L",300.6,311.9,1413,41.3,43,0
"7728",7728,"M22587","M",300.7,311.9,1657,30.9,116,0
"9308",9308,"L56487","L",298.3,309.1,1395,49.8,133,0
"5231",5231,"M20090","M",303.8,313.1,2117,18.6,22,0
"5464",5464,"L52643","L",302.9,312.4,1561,34.8,150,0
"7365",7365,"L54544","L",299.5,309.9,1402,51.7,58,0
"4735",4735,"L51914","L",303.2,311.5,1507,39.2,225,0
"9959",9959,"M24818","M",298.1,307.8,1525,35.9,132,0
"2170",2170,"L49349","L",299.5,309.1,1415,49.2,8,0
"1424",1424,"L48603","L",298.7,309.8,1539,33.4,2,0
"6211",6211,"L53390","L",300.8,310.5,1434,44.5,89,0
"8571",8571,"H37984","H",297.9,308.7,1545,35.9,120,0
"2996",2996,"L50175","L",300.5,309.8,1550,37.4,148,0
"7129",7129,"L54308","L",300.6,310,1511,36.9,105,0
"1068",1068,"L48247","L",296.9,307.8,1466,45.7,153,0
"7855",7855,"L55034","L",300.3,311.8,1551,37.2,9,0
"2619",2619,"M17478","M",299.4,309.1,1461,48.6,70,0
"7189",7189,"L54368","L",300.4,310.4,1286,56.8,46,0
"4574",4574,"H33987","H",302.8,311,1436,43.5,47,0
"2849",2849,"M17708","M",300.3,309.3,1391,57.9,204,0
"2477",2477,"H31890","H",298.9,308.4,1449,42.4,149,0
"863",863,"H30276","H",296.1,306.8,1645,31,41,0
"9578",9578,"M24437","M",299.5,310.7,1364,49.5,0,0
"4814",4814,"M19673","M",303.3,311.8,1536,40.6,205,0
"1640",1640,"M16499","M",297.9,307.8,1450,43.5,106,0
"3759",3759,"M18618","M",302.2,311,1476,47.4,161,0
"2902",2902,"L50081","L",300.6,309.4,1425,40.3,103,0
"248",248,"L47427","L",298,308.2,1469,45.5,214,0
"6660",6660,"L53839","L",301.3,310.3,1626,31.3,180,0
"8535",8535,"M23394","M",298.6,309.5,1404,43.3,33,0
"6340",6340,"L53519","L",300.5,310,1451,48.6,208,0
"9750",9750,"H39163","H",298.8,310.1,1483,45.4,192,0
"6899",6899,"M21758","M",301,311.6,1448,43.9,145,0
"1235",1235,"H30648","H",297.2,308.5,2440,14,166,0
"3103",3103,"L50282","L",299.9,309.1,1412,48.3,198,0
"2882",2882,"M17741","M",300.6,309.6,1588,37,50,0
"3280",3280,"L50459","L",301.2,309.9,1382,52.4,13,0
"9390",9390,"L56569","L",297.6,308,1258,57.4,139,0
"6473",6473,"H35886","H",300.4,309.6,1571,33.6,126,0
"3172",3172,"L50351","L",300.4,309.6,1386,56.9,170,0
"869",869,"M15728","M",295.8,306.5,1514,37.7,60,0
"4089",4089,"L51268","L",301.9,310.5,1477,42.4,128,0
"4214",4214,"L51393","L",302.1,310.7,1465,40.7,13,0
"4461",4461,"L51640","L",302.6,310.5,1596,32.8,193,0
"1048",1048,"M15907","M",296.6,307.7,1474,52.6,101,0
"4866",4866,"M19725","M",303.5,312.3,1624,34.8,121,0
"9283",9283,"M24142","M",298.2,308.9,1414,44.3,68,0
"3006",3006,"L50185","L",300.5,309.9,1503,37.4,175,0
"9462",9462,"M24321","M",298.4,309.2,1414,46.4,128,0
"3550",3550,"M18409","M",301.8,310.9,1299,60.4,48,0
"4415",4415,"L51594","L",302.7,310.5,1520,39.3,73,0
"5565",5565,"L52744","L",302.4,311.8,1416,46.1,202,0
"9110",9110,"L56289","L",297.5,308.6,1513,39.7,32,0
"3914",3914,"M18773","M",302.4,311.4,1675,29.6,128,0
